Unnamed: 0,Đường Bình Quới,Trường Cao Đẳng Quốc Tế Cetana PSB Intellis,Chợ Hòa Hưng,Đường Nguyễn Gia Trí,Bệnh viện Chợ Rẫy,Siêu thị Nguyễn Kiêm - Thủ Đức,Đường 621,Ngô Thị Thu Minh,Đường số 15,366437635,Đường Bàu Cát,Đường Bạch Đằng - Nguyễn Kiệm,Đường Thống Nhất,Đường Nguyễn Kiệm,Đường Lê Quang Sung,Khu du lịch Đầm Sen - cỗng 2,Đường Tân Phước,TPBank Bạch Đằng,Chợ Hòa Thạnh,Đường Thanh Niên,Chợ Tân Định,Hồ Con Rùa,The Sentry Z,Toà nhà Pasteur,Đường Phùng Khắc Khoan,Ngã tư Pasteur - Lê Duẩn,Đường Lý Tự Trọng,Phố đi bộ Nguyễn Huệ,Chợ Nguyễn Đình Chiểu,Chợ Bàn Cờ,Ngã 3 Nguyễn Thị Minh Khai - Cao Thắng,Ngã tư Phạm Ngọc Thạch - Nguyễn Thị Minh Khai,Thảo cầm viên,Ngã tư Lê Công Kiều - P. Đức Chinh,Đường Nguyễn Du,Lý Tự Trọng - Nguyễn Trung Trực,Đường Thi Sách,Học viện bưu chính viễn thông 2,Hai Bà Trưng - Nguyễn Du,Đường Nguyễn Trãi,Đại học Sư phạm kỹ thuật thành phố Hồ Chí Minh,Ngã tư Hàng Xanh,Đường Phan Xích Long,Công trường Quốc Tế - Hồ Con Rùa,Đường Điện Biên Phủ - chân Cầu vượt Hàng Xanh,Sacombank - CN Hàng Xanh,Ngã tư Ga,Đường Tôn Đức Thắng,Đường Nguyễn Thị Minh Khai,Đường Trần Não,Đường Số 11,Công viên Dạ Cầu,Đường Nguyễn Bình,Chợ Tân Mỹ,Đường Trần Hữu Trang,Đường Cao Lỗ,Trung tâm bồi dưỡng văn hoá ĐH KHTN,Cầu Khánh Hội - Đường Nguyễn Tất Thành,Trường đại học Luật thành phố Hồ Chí Minh - Quận 4,Cầu Khánh Hội,Ngã ba Nguyễn Văn Chiêm - Phạm Ngọc Thạch,Công Viên Hoàng Văn Thụ,SC Vivocity,AEON Mall Bình Tân,Đường 35 CL,Đường Mỹ Lợi,1929546274,Ngã tư An Sương,Đường hầm Thủ Thiêm,Đường Hải Thượng Lãn Ông,Công trường An Đông,Đường Bùi Hữu Nghĩa,Hẻm 12 Hoàng Hoa Thám,UBND Phường 22 Quận Bình Thạnh,Hầm Nguyễn Hữu Cảnh,Cầu Kinh,Đường hoa Nguyễn Huệ,Đường Võ Văn Kiệt,Ga nhà hát thành phố,Sân bay Tân Sơn Nhất,Chợ Hồng Hà,Đường Cộng Hoà,Đường Nhất Chi Mai,Hẻm 15 Phạm Văn Hai,Đường Út Tịch,Hẻm 521 Trường Chinh,Đường Trường Chinh,Đường Nguyễn Thái Học,Vòng xoay Trung Sơn,Chợ Lý Phục Man,Khu đô thị Phú Mỹ Hưng,Cầu Him Lam,Cảng Nhà Rồng Khánh Hội,Xa lộ Đại Hàn - Sông Chợ Đêm,Chợ Bình Hưng Hòa,Đường Nguyễn Huy Tự,Đường Trần Quốc Thảo,Vòng quay Tân Thắng,Nhà văn hoá lao động Gò Vấp,Đường Quang Trung,FPT Tân Thuận 2,Đường Lý Thường Kiệt - Bà Triệu,Ngã tư Bình Phước,Anh văn Đông Phương Mới,Chung Cư A2 Phan Xích Long,Trường đại học Khoa học tự nhiên - đường Nguyễn Văn Cừ,Ngã tư Gò Mây,Cầu Thầy Tiêu 2,TMA Solutions Lab 6,Đường Nhật Tảo,Trung tâm hội chợ và triển lãm Sài Gòn,Đường Nguyễn Hữu Thọ,Vựa cây cảnh đường Phan Huy Ích,Xa lộ Đại Hàn,Đường Lê Văn Việt Q9,Đường Linh Trung,Trường đại học Mỹ Thuật,Uỷ ban mặt trận tổ quốc Tân Bình,Đường Hai Bà Trưng,Đường Nguyễn Đình Chiểu,Trường THPT Marie Curie,Hoà Bình - Kênh Tân Hoá,Vincom Đồng Khởi,Trường THPT Nguyễn Trung Trực,Cầu Thị Nghe,Chợ Lớn,Đường Quảng Trường Sáng Tạo,3342113686,Đường Nguyễn Duy Trinh,Công viên Sala,Hẻm 145 Nguyễn Văn Trỗi,Đường Lê Bình,Ngã tư Bảy Hiền,Chợ Tân Sơn Nhì,Đường Thành Thái,Uỷ ban nhân dân thành phố Hồ Chí Minh,Cầu Bình Triệu 2,Cầu vượt Linh Xuân,Đình thần Tân Nhơn,Đường Bình Tiên,Đài quan sát Landmark 81,Đường Phan Văn Trị,Đường Lê Đại Hành,Cầu Ông Lãnh,PVOIL tổng công ty dầu Việt Nam,Dinh Độc Lập,Chợ Bến Thành,Cầu Chà Và,4613083209,Đại học Y dược thành phố HCM,Đường Trần Hưng Đạo,Ngã tư 3 Tháng 2 - Lê Hồng Phong,Hẻm 185 Trần Hưng Đạo,Công viên Lê Thị Riêng,Đường Cách Mạng Tháng 8,4944096827,Đường D9,4944096836,4945643893,Khu dân cư Vạn Phúc,Hẻm 274 Vườn Lài,Chợ Bình Trị Đông,5043145855,Đường Ngô Gia Tự,Bệnh viện Nhi Đồng 1,Đường Lê Lợi,Viện đào tạo quốc tế - Đại học ngân hàng,Nhà thờ Đức Bà - Công Xã Paris,Công viên Gia Định,Đường Lê Đức Thọ,Hẻm 275 Bạch Đằng,Đường Ngô Tất Tố,Chùa Ngọc Hoàng,Valencia Riverside,Đường Nơ Trang Long,Khu du lịch Bình Quới,Bến Xe An Sương,Đường Trường Chinh (đoạn nối Cộng Hoà),Ngã sáu Lý Thái Tổ,Đường Lý Thái Tổ,Công viên Làng Hoa,Đường Cống Quỳnh,Đường Nguyễn Văn Nghi,Nhà văn hoá sinh viên - Làng đại học,Nhà hát Thiếu nhi Nụ Cười,Đường Thích Quảng Đức,Chợ Vườn Chuối,Đường Nguyễn Đình Chính,HTX tiêu thụ phường 2 quận Bình Thạnh,Đường TL 03,Khu đô thị mới Thủ Thiêm,Cầu Lê Văn Sỹ,Số 7 Đường Nơ Trang Long,Đường Điện Biên Phủ,Bảo tàng Chứng tích Chiến tranh,Nhà thờ Đức Bà - Hàn Thuyên,Sân Vận Động Thống Nhất,Chợ Phú Thọ,5797843854,5802888801,Đường Huỳnh Tấn Phát,Đường Phan Huy Ích,Đền Ngọc Hoàng,6205235785
Đường Trần Quốc Thảo,4.0,18.0,11.0,26.0,18.0,6.0,6.0,29.0,12.0,11.0,28.0,11.0,3.0,11.0,16.0,16.0,16.0,10.0,11.0,12.0,28.0,12.0,28.0,14.0,28.0,14.0,14.0,20.0,17.0,18.0,17.0,12.0,26.0,12.0,12.0,26.0,12.0,28.0,12.0,18.0,17.0,28.0,11.0,12.0,28.0,26.0,11.0,12.0,18.0,18.0,18.0,28.0,12.0,18.0,20.0,16.0,17.0,12.0,12.0,12.0,12.0,11.0,18.0,4.0,4.0,2.0,21.0,6.0,12.0,18.0,18.0,18.0,3.0,28.0,26.0,10.0,14.0,12.0,14.0,11.0,11.0,29.0,29.0,29.0,29.0,28.0,29.0,18.0,6.0,12.0,9.0,6.0,12.0,16.0,9.0,18.0,0.0,29.0,11.0,11.0,12.0,18.0,10.0,11.0,3.0,17.0,29.0,6.0,11.0,16.0,18.0,18.0,29.0,6.0,17.0,6.0,18.0,28.0,12.0,26.0,26.0,16.0,14.0,11.0,28.0,16.0,6.0,6.0,2.0,9.0,11.0,28.0,28.0,28.0,11.0,14.0,26.0,6.0,17.0,16.0,16.0,11.0,16.0,18.0,26.0,26.0,15.0,17.0,17.0,18.0,18.0,18.0,18.0,11.0,28.0,18.0,9.0,18.0,21.0,14.0,11.0,11.0,19.0,18.0,18.0,26.0,12.0,12.0,11.0,11.0,18.0,15.0,2.0,2.0,3.0,4.0,16.0,29.0,17.0,17.0,11.0,17.0,11.0,11.0,18.0,11.0,18.0,11.0,18.0,11.0,18.0,29.0,3.0,18.0,12.0,12.0,16.0,12.0,16.0,16.0,12.0,29.0,16.0,18.0
Vòng quay Tân Thắng,4.0,20.0,29.0,29.0,26.0,6.0,6.0,29.0,20.0,29.0,22.0,29.0,28.0,24.0,21.0,24.0,26.0,21.0,24.0,9.0,28.0,12.0,24.0,14.0,28.0,14.0,14.0,20.0,17.0,29.0,17.0,12.0,24.0,12.0,12.0,29.0,28.0,26.0,28.0,21.0,6.0,29.0,29.0,12.0,24.0,29.0,2.0,28.0,29.0,18.0,18.0,29.0,21.0,20.0,7.0,9.0,17.0,12.0,12.0,12.0,12.0,29.0,20.0,16.0,4.0,9.0,20.0,6.0,29.0,17.0,18.0,18.0,29.0,29.0,24.0,10.0,15.0,12.0,14.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,6.0,19.0,9.0,6.0,29.0,4.0,9.0,24.0,29.0,0.0,11.0,11.0,12.0,18.0,2.0,11.0,29.0,17.0,9.0,6.0,27.0,16.0,20.0,20.0,29.0,6.0,6.0,6.0,29.0,29.0,28.0,14.0,29.0,24.0,14.0,29.0,24.0,24.0,6.0,6.0,9.0,9.0,29.0,28.0,29.0,29.0,16.0,14.0,29.0,6.0,6.0,21.0,24.0,11.0,26.0,12.0,24.0,29.0,12.0,17.0,17.0,18.0,12.0,16.0,29.0,29.0,29.0,17.0,9.0,18.0,16.0,6.0,19.0,16.0,22.0,18.0,16.0,12.0,12.0,12.0,29.0,11.0,29.0,15.0,9.0,9.0,6.0,4.0,16.0,29.0,16.0,16.0,29.0,17.0,24.0,29.0,12.0,29.0,17.0,29.0,29.0,2.0,18.0,29.0,29.0,29.0,12.0,12.0,26.0,12.0,24.0,16.0,12.0,29.0,26.0,24.0
Nhà văn hoá lao động Gò Vấp,4.0,18.0,11.0,4.0,18.0,6.0,6.0,24.0,20.0,24.0,11.0,24.0,11.0,14.0,16.0,11.0,16.0,10.0,11.0,9.0,24.0,12.0,28.0,14.0,24.0,14.0,14.0,20.0,17.0,18.0,17.0,24.0,28.0,12.0,24.0,24.0,24.0,28.0,24.0,18.0,6.0,28.0,17.0,12.0,28.0,28.0,15.0,24.0,18.0,18.0,18.0,28.0,21.0,18.0,7.0,16.0,17.0,24.0,24.0,24.0,14.0,24.0,18.0,11.0,10.0,10.0,21.0,6.0,24.0,18.0,18.0,18.0,28.0,28.0,11.0,4.0,24.0,24.0,24.0,24.0,24.0,24.0,11.0,24.0,24.0,11.0,11.0,18.0,6.0,19.0,9.0,6.0,24.0,4.0,9.0,24.0,11.0,11.0,0.0,14.0,24.0,18.0,6.0,14.0,17.0,17.0,18.0,6.0,27.0,16.0,18.0,18.0,29.0,6.0,6.0,6.0,28.0,24.0,24.0,24.0,24.0,11.0,24.0,11.0,28.0,21.0,6.0,6.0,10.0,15.0,11.0,24.0,24.0,11.0,9.0,24.0,6.0,6.0,6.0,24.0,17.0,14.0,17.0,18.0,28.0,24.0,24.0,17.0,17.0,18.0,24.0,18.0,18.0,9.0,24.0,16.0,15.0,18.0,18.0,6.0,11.0,11.0,20.0,18.0,18.0,14.0,12.0,24.0,24.0,15.0,28.0,15.0,10.0,10.0,6.0,4.0,16.0,11.0,17.0,17.0,15.0,17.0,28.0,7.0,18.0,24.0,18.0,24.0,28.0,15.0,18.0,11.0,28.0,18.0,12.0,14.0,16.0,24.0,4.0,24.0,24.0,29.0,16.0,24.0
Đường Quang Trung,4.0,18.0,11.0,4.0,18.0,6.0,6.0,24.0,20.0,24.0,11.0,24.0,11.0,12.0,16.0,11.0,16.0,10.0,11.0,9.0,24.0,12.0,28.0,14.0,24.0,14.0,14.0,20.0,17.0,18.0,17.0,24.0,28.0,12.0,24.0,24.0,24.0,28.0,24.0,18.0,6.0,28.0,17.0,12.0,28.0,28.0,15.0,24.0,18.0,18.0,18.0,28.0,21.0,18.0,7.0,16.0,17.0,24.0,24.0,24.0,14.0,24.0,18.0,11.0,10.0,10.0,20.0,6.0,24.0,18.0,18.0,18.0,28.0,28.0,11.0,4.0,24.0,24.0,24.0,24.0,24.0,24.0,11.0,24.0,24.0,11.0,11.0,18.0,6.0,19.0,9.0,6.0,24.0,4.0,9.0,24.0,11.0,11.0,14.0,0.0,24.0,18.0,6.0,12.0,17.0,17.0,18.0,6.0,27.0,16.0,18.0,18.0,29.0,6.0,6.0,6.0,28.0,24.0,24.0,24.0,24.0,11.0,24.0,11.0,28.0,11.0,6.0,6.0,10.0,15.0,11.0,24.0,24.0,11.0,9.0,24.0,6.0,6.0,6.0,24.0,11.0,10.0,17.0,18.0,28.0,24.0,24.0,17.0,17.0,18.0,24.0,18.0,18.0,9.0,24.0,17.0,15.0,23.0,22.0,6.0,11.0,11.0,19.0,18.0,18.0,14.0,12.0,24.0,24.0,15.0,28.0,15.0,10.0,10.0,6.0,4.0,16.0,11.0,17.0,17.0,13.0,17.0,28.0,7.0,18.0,24.0,18.0,24.0,28.0,15.0,18.0,11.0,28.0,18.0,12.0,14.0,16.0,24.0,4.0,21.0,24.0,29.0,16.0,24.0
FPT Tân Thuận 2,4.0,28.0,12.0,26.0,18.0,14.0,14.0,12.0,20.0,12.0,3.0,24.0,12.0,24.0,21.0,23.0,18.0,10.0,12.0,12.0,28.0,14.0,31.0,14.0,28.0,14.0,14.0,20.0,12.0,23.0,23.0,14.0,31.0,12.0,28.0,12.0,28.0,26.0,28.0,21.0,14.0,26.0,3.0,14.0,26.0,26.0,24.0,13.0,23.0,9.0,9.0,14.0,21.0,21.0,12.0,6.0,21.0,28.0,14.0,11.0,14.0,12.0,6.0,4.0,30.0,15.0,23.0,14.0,23.0,26.0,19.0,26.0,26.0,11.0,31.0,10.0,28.0,28.0,28.0,12.0,24.0,12.0,12.0,12.0,12.0,12.0,12.0,23.0,16.0,29.0,4.0,21.0,13.0,13.0,4.0,24.0,12.0,12.0,24.0,24.0,0.0,18.0,10.0,24.0,3.0,21.0,23.0,6.0,24.0,23.0,28.0,21.0,24.0,14.0,14.0,6.0,26.0,23.0,28.0,14.0,12.0,23.0,28.0,24.0,26.0,4.0,14.0,14.0,16.0,11.0,12.0,12.0,23.0,23.0,16.0,28.0,10.0,6.0,14.0,21.0,20.0,24.0,23.0,23.0,31.0,12.0,12.0,26.0,23.0,21.0,23.0,23.0,23.0,23.0,23.0,22.0,11.0,21.0,21.0,10.0,18.0,16.0,17.0,23.0,23.0,12.0,12.0,28.0,24.0,26.0,26.0,31.0,31.0,8.0,4.0,4.0,16.0,23.0,23.0,23.0,24.0,23.0,26.0,12.0,12.0,28.0,23.0,11.0,26.0,24.0,12.0,12.0,26.0,12.0,12.0,28.0,18.0,27.0,4.0,17.0,14.0,23.0,23.0,23.0
Đường Lý Thường Kiệt - Bà Triệu,4.0,4.0,2.0,18.0,18.0,6.0,6.0,9.0,18.0,33.0,18.0,18.0,18.0,18.0,26.0,18.0,18.0,18.0,12.0,12.0,18.0,12.0,18.0,14.0,18.0,14.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,12.0,18.0,18.0,15.0,18.0,18.0,18.0,17.0,18.0,18.0,12.0,18.0,18.0,18.0,12.0,18.0,10.0,10.0,18.0,2.0,6.0,18.0,9.0,31.0,12.0,12.0,12.0,14.0,9.0,4.0,4.0,4.0,2.0,19.0,6.0,18.0,21.0,19.0,21.0,3.0,18.0,15.0,10.0,18.0,12.0,15.0,33.0,33.0,12.0,25.0,9.0,14.0,25.0,18.0,18.0,6.0,6.0,9.0,6.0,18.0,13.0,9.0,18.0,18.0,18.0,18.0,18.0,18.0,0.0,10.0,11.0,3.0,18.0,18.0,4.0,18.0,18.0,4.0,6.0,18.0,6.0,17.0,6.0,18.0,25.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,21.0,6.0,6.0,2.0,9.0,11.0,28.0,14.0,18.0,18.0,15.0,18.0,6.0,17.0,21.0,21.0,18.0,18.0,18.0,18.0,18.0,15.0,17.0,21.0,11.0,18.0,16.0,21.0,16.0,11.0,16.0,9.0,24.0,25.0,14.0,18.0,16.0,17.0,18.0,18.0,15.0,12.0,18.0,9.0,15.0,18.0,15.0,2.0,2.0,14.0,4.0,16.0,18.0,18.0,18.0,11.0,18.0,18.0,9.0,18.0,18.0,18.0,11.0,18.0,18.0,18.0,4.0,18.0,18.0,12.0,18.0,18.0,5.0,21.0,21.0,2.0,18.0,18.0,23.0
Ngã tư Bình Phước,4.0,10.0,10.0,10.0,10.0,15.0,14.0,6.0,10.0,6.0,6.0,6.0,6.0,6.0,10.0,6.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.0,10.0,6.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,4.0,10.0,10.0,24.0,17.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,10.0,6.0,10.0,9.0,6.0,10.0,10.0,9.0,10.0,10.0,2.0,6.0,6.0,10.0,10.0,0.0,2.0,6.0,10.0,2.0,6.0,6.0,10.0,10.0,10.0,2.0,17.0,12.0,17.0,6.0,6.0,10.0,10.0,10.0,6.0,10.0,2.0,10.0,10.0,14.0,14.0,6.0,10.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,6.0,17.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,21.0,10.0,19.0,24.0,10.0,6.0,6.0,22.0,10.0,10.0,10.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,4.0,6.0,2.0,10.0,10.0,2.0,10.0,6.0,6.0,10.0,6.0,10.0,6.0,10.0,6.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,23.0,10.0,2.0,10.0,17.0
Anh văn Đông Phương Mới,4.0,18.0,11.0,4.0,11.0,6.0,2.0,24.0,20.0,24.0,11.0,24.0,11.0,12.0,11.0,11.0,11.0,10.0,11.0,9.0,24.0,12.0,28.0,14.0,24.0,14.0,14.0,20.0,17.0,18.0,17.0,24.0,28.0,12.0,24.0,24.0,24.0,28.0,24.0,18.0,6.0,28.0,17.0,12.0,28.0,28.0,2.0,24.0,18.0,18.0,18.0,28.0,21.0,18.0,7.0,16.0,17.0,24.0,24.0,24.0,14.0,24.0,18.0,11.0,10.0,10.0,25.0,6.0,24.0,18.0,18.0,18.0,28.0,28.0,11.0,4.0,24.0,24.0,24.0,24.0,24.0,24.0,11.0,24.0,24.0,11.0,11.0,18.0,6.0,19.0,9.0,6.0,24.0,4.0,9.0,24.0,11.0,11.0,14.0,12.0,24.0,11.0,2.0,0.0,17.0,17.0,18.0,6.0,27.0,16.0,18.0,18.0,29.0,2.0,6.0,6.0,28.0,11.0,24.0,24.0,24.0,11.0,24.0,32.0,28.0,11.0,2.0,2.0,10.0,15.0,11.0,24.0,11.0,11.0,9.0,24.0,6.0,2.0,6.0,11.0,11.0,32.0,11.0,18.0,28.0,24.0,24.0,11.0,17.0,18.0,24.0,18.0,18.0,9.0,11.0,21.0,15.0,20.0,25.0,6.0,11.0,11.0,19.0,18.0,18.0,14.0,12.0,24.0,24.0,15.0,28.0,15.0,10.0,10.0,6.0,4.0,16.0,11.0,17.0,17.0,11.0,17.0,28.0,7.0,18.0,24.0,18.0,24.0,28.0,2.0,18.0,11.0,28.0,18.0,12.0,14.0,16.0,24.0,4.0,21.0,24.0,29.0,11.0,23.0
Chung Cư A2 Phan Xích Long,4.0,3.0,11.0,11.0,3.0,6.0,6.0,13.0,3.0,12.0,33.0,17.0,26.0,17.0,3.0,8.0,3.0,10.0,25.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,14.0,12.0,3.0,3.0,12.0,17.0,3.0,3.0,18.0,18.0,31.0,3.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,14.0,3.0,4.0,3.0,3.0,16.0,6.0,3.0,3.0,3.0,3.0,14.0,11.0,3.0,10.0,3.0,3.0,3.0,17.0,17.0,12.0,13.0,14.0,33.0,16.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,29.0,17.0,17.0,3.0,3.0,6.0,17.0,0.0,3.0,13.0,3.0,17.0,3.0,3.0,3.0,17.0,6.0,6.0,6.0,15.0,33.0,3.0,3.0,3.0,8.0,3.0,17.0,3.0,3.0,6.0,6.0,3.0,3.0,11.0,28.0,33.0,33.0,11.0,3.0,12.0,6.0,6.0,3.0,3.0,17.0,17.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,33.0,23.0,3.0,22.0,24.0,6.0,25.0,16.0,22.0,3.0,3.0,3.0,3.0,3.0,17.0,15.0,13.0,3.0,3.0,3.0,14.0,4.0,16.0,10.0,3.0,3.0,17.0,3.0,28.0,7.0,3.0,14.0,3.0,11.0,13.0,17.0,3.0,11.0,34.0,3.0,3.0,3.0,3.0,3.0,4.0,20.0,3.0,29.0,3.0,22.0
Trường đại học Khoa học tự nhiên - đường Nguyễn Văn Cừ,4.0,6.0,17.0,13.0,18.0,6.0,6.0,17.0,20.0,11.0,3.0,17.0,26.0,17.0,26.0,25.0,18.0,10.0,12.0,12.0,17.0,12.0,11.0,12.0,12.0,14.0,21.0,17.0,11.0,14.0,11.0,13.0,26.0,12.0,33.0,21.0,15.0,26.0,33.0,21.0,14.0,13.0,17.0,12.0,14.0,12.0,17.0,12.0,15.0,10.0,10.0,14.0,2.0,6.0,17.0,16.0,14.0,12.0,12.0,12.0,14.0,11.0,4.0,4.0,4.0,2.0,17.0,14.0,21.0,15.0,19.0,21.0,3.0,15.0,15.0,10.0,32.0,12.0,15.0,11.0,11.0,17.0,17.0,17.0,17.0,17.0,17.0,21.0,6.0,6.0,16.0,6.0,21.0,13.0,16.0,12.0,17.0,17.0,17.0,17.0,21.0,18.0,10.0,17.0,3.0,0.0,17.0,4.0,17.0,31.0,6.0,6.0,17.0,6.0,14.0,6.0,17.0,17.0,21.0,12.0,12.0,25.0,21.0,17.0,15.0,21.0,6.0,6.0,2.0,9.0,11.0,17.0,17.0,17.0,16.0,15.0,10.0,6.0,14.0,21.0,15.0,17.0,11.0,21.0,26.0,33.0,15.0,15.0,21.0,31.0,21.0,15.0,21.0,17.0,17.0,22.0,9.0,25.0,25.0,10.0,26.0,16.0,15.0,26.0,12.0,15.0,12.0,33.0,17.0,15.0,13.0,15.0,2.0,2.0,4.0,4.0,16.0,17.0,10.0,15.0,17.0,32.0,17.0,11.0,13.0,17.0,15.0,11.0,26.0,17.0,17.0,4.0,17.0,17.0,12.0,33.0,18.0,5.0,21.0,17.0,2.0,17.0,13.0,22.0
Ngã tư Gò Mây,4.0,20.0,33.0,12.0,35.0,6.0,2.0,29.0,20.0,13.0,24.0,15.0,9.0,24.0,9.0,9.0,29.0,9.0,9.0,9.0,28.0,12.0,24.0,14.0,28.0,14.0,14.0,20.0,17.0,11.0,17.0,12.0,24.0,12.0,12.0,14.0,28.0,26.0,28.0,21.0,6.0,13.0,11.0,12.0,24.0,13.0,2.0,28.0,13.0,18.0,18.0,31.0,21.0,20.0,7.0,9.0,17.0,12.0,12.0,12.0,12.0,14.0,20.0,22.0,4.0,9.0,21.0,6.0,11.0,17.0,18.0,18.0,13.0,13.0,24.0,10.0,15.0,12.0,14.0,12.0,11.0,13.0,14.0,29.0,10.0,14.0,14.0,13.0,6.0,19.0,9.0,6.0,15.0,20.0,9.0,24.0,29.0,9.0,18.0,18.0,23.0,18.0,2.0,18.0,13.0,17.0,0.0,6.0,16.0,16.0,20.0,20.0,29.0,2.0,6.0,6.0,12.0,15.0,28.0,14.0,31.0,9.0,14.0,18.0,24.0,9.0,2.0,2.0,9.0,9.0,31.0,28.0,13.0,33.0,16.0,14.0,12.0,2.0,6.0,9.0,9.0,18.0,35.0,12.0,24.0,31.0,12.0,17.0,17.0,18.0,12.0,16.0,11.0,14.0,12.0,20.0,9.0,20.0,19.0,6.0,9.0,9.0,20.0,18.0,16.0,12.0,12.0,12.0,13.0,15.0,12.0,15.0,9.0,9.0,6.0,4.0,16.0,11.0,16.0,16.0,18.0,17.0,24.0,29.0,12.0,11.0,17.0,31.0,13.0,2.0,18.0,29.0,34.0,33.0,12.0,12.0,35.0,12.0,9.0,20.0,12.0,29.0,35.0,22.0
Cầu Thầy Tiêu 2,4.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,1.0,4.0,4.0,16.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,3.0,4.0,6.0,0.0,6.0,4.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,1.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,4.0,1.0,1.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,17.0,6.0,17.0,17.0,6.0,4.0,4.0,16.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,1.0,22.0,2.0,6.0,4.0,21.0
TMA Solutions Lab 6,4.0,18.0,27.0,4.0,27.0,2.0,6.0,27.0,20.0,27.0,24.0,24.0,26.0,27.0,18.0,26.0,27.0,27.0,26.0,6.0,24.0,12.0,27.0,14.0,24.0,14.0,14.0,20.0,17.0,27.0,17.0,24.0,27.0,12.0,24.0,24.0,24.0,27.0,24.0,21.0,2.0,27.0,17.0,12.0,27.0,27.0,2.0,24.0,18.0,18.0,18.0,27.0,21.0,18.0,7.0,9.0,17.0,24.0,24.0,24.0,14.0,27.0,20.0,16.0,10.0,10.0,20.0,6.0,24.0,17.0,18.0,18.0,27.0,27.0,11.0,4.0,24.0,24.0,24.0,24.0,24.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,6.0,19.0,9.0,6.0,24.0,16.0,9.0,24.0,11.0,27.0,27.0,27.0,24.0,18.0,6.0,27.0,17.0,17.0,16.0,6.0,0.0,16.0,18.0,20.0,27.0,6.0,2.0,2.0,27.0,27.0,24.0,24.0,24.0,12.0,24.0,10.0,27.0,17.0,6.0,6.0,10.0,15.0,11.0,27.0,27.0,27.0,16.0,24.0,6.0,2.0,6.0,25.0,9.0,27.0,27.0,12.0,27.0,24.0,24.0,17.0,17.0,18.0,24.0,16.0,27.0,27.0,27.0,19.0,15.0,20.0,22.0,2.0,22.0,16.0,17.0,18.0,16.0,14.0,12.0,24.0,24.0,10.0,27.0,15.0,10.0,10.0,6.0,4.0,16.0,27.0,16.0,16.0,27.0,17.0,27.0,27.0,18.0,24.0,17.0,24.0,27.0,2.0,18.0,11.0,27.0,18.0,12.0,14.0,27.0,24.0,9.0,22.0,24.0,27.0,27.0,21.0
